default,student,balance,income
Yes,No,1920.24,57240
No,No,538.41,40770
No,Yes,385.69,18350
No,Yes,1350.75,19690
No,No,1567.76,39200
No,No,753.68,42230
No,No,72.37,28710
No,Yes,675.03,21110
No,Yes,980.16,13710
No,Yes,910.38,19160
No,Yes,1262.88,14340
No,No,621.31,39370
No,No,643.40,50200
No,Yes,728.25,13430
No,No,459.26,59730
No,No,289.61,49060
No,Yes,784.74,11640
No,Yes,712.59,18440
No,No,1096.00,52030
No,Yes,435.48,19890
No,No,688.02,29010
No,No,599.42,36650
No,No,68.75,45810
No,Yes,765.13,14290
No,No,1273.12,57680
No,No,1078.62,46060
No,No,1677.34,44970
No,No,531.75,42360
No,Yes,631.17,11070
No,No,1081.47,34070
No,No,368.51,60950
No,No,343.72,38050
No,No,1715.28,60130
No,No,450.33,20080
No,No,740.58,20710
No,No,0,26230
No,No,475.86,35620
No,Yes,1383.74,14630
No,Yes,406.48,22700
No,No,857.26,34400
No,Yes,1637.23,16750
No,No,1094.31,34850
No,No,1213.12,47840
No,Yes,1074.74,22720
No,Yes,1010.21,13460
No,No,416.12,21960
No,Yes,675.84,17800
No,No,0,36330
No,No,867.30,29540
No,No,843.90,23950
No,No,766.43,39070
No,No,1286.53,46330
No,No,1142.93,34400
No,Yes,925.41,15120
No,Yes,1110.45,14960
No,Yes,938.60,24390
No,No,321.03,37020
No,No,943.38,39410
No,No,511.59,54000
No,No,743.84,24300
No,No,1089.57,46890
No,No,0,46270
No,No,0,31510
No,No,1282.32,37430
No,No,1373.79,36880
No,No,1228.33,43570
No,No,1536.78,34730
No,No,735.47,53310
No,Yes,1142.42,26110
No,No,1490.71,36410
No,No,880.03,60200
No,No,2.84,39920
Yes,Yes,2066.69,10470
Yes,No,2343.79,51090
No,No,929.74,36070
No,Yes,764.62,26180
No,No,504.60,31870
No,No,685.20,40550
No,No,473.02,43010
No,No,1302.55,32230
No,No,435.00,30820
No,No,601.83,37690
No,No,456.76,50160
No,No,1065.04,37740
No,No,1153.33,37930
No,No,59.63,35700
No,Yes,1106.43,16960
No,Yes,1106.45,14840
No,Yes,385.43,21610
No,No,0,45020
No,No,727.95,53600
No,No,1028.77,36270
No,Yes,1035.91,10600
No,No,974.59,25310
No,No,772.80,39940
No,No,1014.97,41990
No,Yes,0,10270
No,Yes,1403.78,22890
No,No,580.42,25920
No,No,499.55,45950
No,Yes,748.23,11610
No,No,568.09,31390
No,No,1366.72,35420
No,No,511.67,32690
No,Yes,678.21,19970
No,Yes,1692.42,7760
No,No,631.80,32750
No,No,585.05,34290
No,No,1173.49,44130
No,No,544.23,43300
Yes,Yes,1985.32,22240
No,No,1011.06,38000
No,No,1231.21,48150
No,No,875.84,45520
No,No,1516.06,59190
No,No,563.12,30220
No,Yes,1244.56,21710
No,Yes,1215.64,16400
No,No,1077.74,30130
No,Yes,1393.91,16650
No,No,803.57,45350
No,No,916.74,58460
No,No,147.04,52070
No,No,734.47,46800
No,Yes,996.20,13640
No,No,1883.20,47430
No,No,1271.11,40570
No,No,173.73,32480
No,No,1004.18,37130
No,Yes,2033.36,18540
No,No,269.35,40880
No,No,441.70,44220
No,No,1471.60,61380
No,Yes,1133.82,16600
No,No,843.35,51730
No,No,250.46,42300
No,No,1569.72,30600
No,Yes,995.34,11690
Yes,No,1572.34,37890
No,No,1570.41,49500
No,No,645.93,39690
No,No,1001.85,32740
No,Yes,905.23,15690
No,Yes,859.37,19280
No,No,1670.85,54440
No,No,391.25,33650
No,No,670.00,35910
No,No,1036.05,44860
No,No,481.98,19240
No,Yes,542.76,17660
No,Yes,887.28,17400
No,Yes,1465.84,17670
No,Yes,1545.63,13950
No,No,262.79,28970
No,Yes,793.79,21170
No,No,1192.76,45900
No,Yes,1120.32,29040
No,Yes,514.19,21480
No,No,710.76,53050
No,No,1176.24,27950
Yes,No,1805.55,40110
No,No,124.82,39470
No,No,1056.99,45480
No,Yes,904.99,19100
No,No,1402.12,41270
No,No,7.06,48710
No,Yes,733.78,16120
No,No,612.96,43390
No,No,998.70,46690
No,No,1078.45,33000
No,No,638.47,53030
No,Yes,890.04,15150
No,No,815.68,53810
No,No,1276.98,40610
No,No,671.18,44120
No,No,818.28,48490
No,No,1371.33,35820
No,No,897.49,47810
No,Yes,699.69,17310
No,No,848.94,35530
No,No,0,27290
No,Yes,1660.86,13690
No,No,1475.50,44760
No,No,0,22430
No,No,1186.96,33430
No,No,844.40,36850
No,Yes,1540.30,15240
No,No,679.70,29530
Yes,No,1650.57,31510
No,Yes,614.78,18480
No,No,1379.67,31760
No,Yes,770.10,15280
No,No,1209.54,40800
No,Yes,1380.96,13630
No,No,1349.10,28340
No,Yes,1051.39,23520
No,Yes,428.42,15440
No,No,1714.18,52770
No,Yes,1647.80,15390
No,No,482.97,47920
Yes,No,2124.67,44520
No,No,297.83,34540
No,No,1201.34,35850
No,No,811.24,26440
No,No,0,36200
No,No,585.80,30140
No,No,511.32,38510
No,No,1249.19,45580
No,No,48.96,27060
No,No,863.57,32880
No,No,1579.35,50210
No,No,800.60,50320
No,Yes,1356.53,19480
Yes,Yes,1704.57,16880
No,Yes,528.58,19620
No,Yes,1390.50,15880
No,Yes,333.54,27320
No,No,1569.55,36300
No,No,1509.78,43650
No,No,961.24,31640
No,No,1443.50,47200
No,No,0,37600
No,No,895.39,48930
No,No,1355.86,45530
No,Yes,960.11,24320
No,No,1164.47,36990
No,No,535.18,37040
No,Yes,1424.77,21850
No,No,773.17,50060
No,No,685.19,33180
No,No,343.76,51620
No,Yes,1513.54,23550
No,No,415.00,37850
No,No,1034.36,25110
No,No,1115.89,21640
No,Yes,748.74,17440
No,No,291.40,54400
No,Yes,453.92,12660
No,No,889.56,49940
No,No,345.19,48110
No,No,393.82,28360
No,Yes,991.09,16840
No,No,4.46,45150
No,No,660.05,39160
No,Yes,1168.86,18110
No,No,528.86,38880
No,No,89.33,36510
No,Yes,196.77,15850
No,No,1637.34,37670
No,No,574.95,33510
No,No,969.13,29700
No,Yes,1049.24,23330
No,No,772.53,23220
No,No,1304.06,26210
No,No,875.87,37160
No,No,587.07,34970
No,Yes,495.13,15510
No,No,131.63,42020
No,No,1333.18,19390
Yes,No,1819.24,49620
No,No,953.81,45280
No,No,327.03,51340
No,No,989.63,27310
No,No,1109.22,56680
No,Yes,0,9320
No,Yes,635.39,18340
No,No,100.02,48370
No,No,264.96,36840
No,No,465.84,52710
No,No,1227.26,49690
No,No,1378.67,30860
No,No,715.65,23260
No,Yes,0,21710
No,No,1335.23,43660
No,No,1576.90,35110
No,Yes,1232.59,22100
No,No,1613.71,47150
No,No,763.74,59850
No,No,741.43,32950
No,No,325.58,45800
Yes,No,1797.76,47060
No,No,899.90,47090
Yes,No,1605.21,26140
No,No,0,42870
No,No,886.68,50500
No,No,1008.29,30800
No,Yes,1034.50,19100
No,Yes,1125.73,23410
No,Yes,1070.95,12700
No,No,920.40,40530
No,Yes,734.73,10810
No,No,1701.68,38560
No,No,1453.31,29830
No,No,294.02,49980
No,No,1302.47,43150
No,No,1135.18,47070
No,No,1123.63,17290
No,Yes,483.10,15060
No,No,1669.50,30250
No,Yes,1051.37,13270
No,Yes,778.34,23730
No,No,37.99,43780
No,No,599.87,51730
No,Yes,1037.64,22880
No,No,1187.46,37090
No,No,1287.20,37130
No,No,599.38,58900
No,No,278.07,33810
No,No,536.70,35780
No,No,626.51,55150
No,No,0,54290
No,No,885.51,42680
No,Yes,1314.84,15960
No,No,580.16,31870
No,No,1144.53,40990
No,No,0,55430
No,No,321.30,33130
No,No,776.39,49700
No,No,519.30,42860
No,No,892.28,40490
No,Yes,945.05,21090
No,No,840.23,24800
No,No,660.53,31480
No,No,213.01,38950
No,No,506.82,50490
No,No,884.66,35320
No,Yes,296.46,20130
No,Yes,700.07,14820
No,No,927.46,44300
No,Yes,1172.27,22790
No,No,841.52,40230
No,No,49.68,47020
No,Yes,903.91,20240
No,No,600.18,50570
No,Yes,1749.12,21350
Yes,Yes,1893.02,16850
No,Yes,1636.51,17530
No,Yes,1533.91,16450
No,Yes,1523.72,15700
No,Yes,1156.62,11100
Yes,Yes,2168.45,24640
No,No,456.83,39620
No,No,1616.16,39650
No,Yes,1311.86,15560
No,Yes,437.06,21630
No,No,683.11,31610
No,Yes,1327.28,15810
No,No,797.63,54040
No,No,635.70,26080
No,Yes,1312.88,16220
No,Yes,944.83,23320
Yes,No,1838.87,32120
No,No,267.37,41180
No,Yes,723.54,28280
No,No,610.05,35850
No,No,1861.31,46650
No,No,0,34880
No,No,1577.97,50430
No,Yes,954.15,15960
No,No,204.39,38970
No,Yes,1109.46,21660
No,No,771.22,47140
No,No,376.35,32160
No,Yes,1523.88,19340
No,Yes,1178.21,12070
No,Yes,1457.57,19660
No,Yes,1292.44,8230
No,No,1233.50,23030
No,No,542.14,22390
No,No,1381.81,48390
No,No,1157.76,49960
No,No,744.49,24500
No,No,1387.49,40990
Yes,No,1434.12,47310
No,No,1483.53,34150
No,No,1340.89,31950
No,No,972.09,26230
No,No,1511.87,36380
No,Yes,1111.99,20540
No,Yes,1555.56,15950
No,No,1727.36,41700
No,No,25.73,49080
Yes,Yes,1895.33,16390
No,Yes,417.47,17780
No,No,247.19,37370
No,No,91.38,44090
No,Yes,617.08,22800
No,Yes,793.33,10480
No,Yes,1035.72,20390
No,No,826.98,35420
No,No,1734.45,31570
No,No,1069.62,40290
No,No,626.83,41330
No,No,932.05,45500
No,No,1551.02,31760
No,Yes,315.09,22550
No,No,1059.35,41170
No,No,976.70,59290
No,Yes,562.55,11520
No,Yes,310.02,16380
No,No,936.94,40240
No,No,0,43030
No,Yes,431.19,20300
No,No,1411.54,42950
No,Yes,1183.45,16180
No,Yes,1849.60,16960
No,No,391.48,45820
No,No,10.88,32860
No,Yes,697.24,25730
No,No,175.05,22640
No,Yes,1094.74,19630
No,Yes,134.62,19460
No,No,1069.74,32440
No,No,1165.81,47000
No,No,321.21,43250
No,No,178.27,35610
No,Yes,953.85,18120
No,Yes,1335.81,12840
No,Yes,853.59,25370
No,No,639.62,38660
No,No,1051.84,37160
No,No,335.10,36370
No,No,1193.76,34900
No,No,915.20,31420
No,No,426.08,15490
Yes,Yes,1805.61,19160
No,No,717.47,37810
No,No,520.94,41030
No,No,1034.89,34530
No,Yes,1022.59,11730
No,No,617.59,43870
No,Yes,1322.16,16980
No,No,476.59,33760
No,No,1101.09,43030
No,Yes,1019.57,15830
No,No,329.44,43240
No,Yes,949.23,25040
No,Yes,1230.71,18580
No,No,1252.65,35380
No,No,0,47010
No,No,642.26,37750
No,No,512.51,44170
No,No,1114.90,38150
No,Yes,1742.34,10770
No,No,763.02,34930
No,No,878.44,47720
No,Yes,936.22,14210
No,No,585.23,40580
No,No,347.61,40130
No,No,607.89,26110
No,Yes,1251.08,21960
No,No,316.53,39990
No,No,336.79,42880
No,Yes,871.06,13140
No,No,1187.90,43870
No,No,86.01,43460
No,No,737.04,27870
No,Yes,1419.87,10400
No,Yes,402.50,12250
No,No,191.21,41920
No,Yes,1836.78,15420
No,Yes,1273.18,20420
No,No,1037.60,40410
No,No,827.54,39650
No,No,915.91,34930
No,Yes,212.70,13150
No,No,941.16,58990
No,No,487.41,34430
No,No,1889.52,32500
No,No,691.20,38940
No,Yes,502.64,14420
No,No,140.01,52090
No,No,0,36480
No,No,519.46,44490
No,Yes,1031.86,19320
No,No,939.66,47110
No,No,0,44900
No,No,1093.68,39680
No,Yes,1623.33,14330
No,No,851.20,44900
No,No,1119.70,33510
No,No,0,32720
No,Yes,744.91,15710
No,Yes,303.34,15220
No,No,1522.75,29160
No,No,361.36,36530
No,No,1062.72,48040
No,Yes,1344.09,22010
No,No,387.73,55160
No,No,860.02,56680
No,No,1637.35,46620
No,No,975.19,30570
No,No,487.79,21410
No,No,0,49620
Yes,No,1562.45,43060
No,No,1399.12,26500
No,Yes,542.06,9130
No,No,901.07,38610
No,No,295.87,19050
No,No,90.56,50930
No,No,476.14,58830
No,No,382.88,42620
No,No,1013.96,49650
No,Yes,932.68,15770
No,No,360.57,42210
No,No,727.96,40250
No,No,917.95,31380
No,No,1567.16,38250
No,No,1006.68,33340
No,No,1278.93,42890
No,No,0,56490
No,No,1107.48,23530
No,Yes,1719.56,18690
No,No,1066.17,33910
No,No,0,30170
No,Yes,1296.10,15700
No,No,720.24,38490
No,No,574.63,41910
No,No,241.43,34500
No,No,345.14,41940
No,No,1341.70,53120
Yes,No,1847.79,30200
No,Yes,1497.06,9030
No,No,503.39,29180
No,No,1119.57,42280
No,No,1172.41,58060
No,Yes,1594.38,21510
No,No,566.44,36030
No,No,542.47,39030
No,No,1086.42,38650
No,Yes,995.03,8750
No,Yes,1200.87,13830
No,No,0,56890
Yes,No,1508.64,37110
No,No,1170.54,52350
No,No,1356.74,54480
No,No,850.03,31520
No,No,1184.14,25190
No,No,902.71,23840
No,Yes,1597.89,24000
No,No,1079.07,36630
No,Yes,1503.57,18770
Yes,Yes,1570.65,16230
No,No,0,41650
No,Yes,735.57,13970
No,No,923.34,44670
No,Yes,1269.67,13990
No,No,706.48,48330
No,No,1146.87,64640
No,Yes,1749.54,20070
No,Yes,263.49,25360
No,No,468.86,44280
No,No,443.91,35240
No,No,375.72,35560
No,No,772.82,25550
No,No,750.13,17990
No,No,414.80,37820
No,No,626.17,33930
No,No,645.20,44320
No,Yes,1287.28,13210
No,No,1391.26,51160
No,Yes,601.80,16260
No,No,1061.31,33940
No,No,272.75,42640
No,Yes,1421.74,11130
No,No,1065.62,36010
No,No,1167.03,34460
No,No,949.12,28410
No,Yes,565.98,18640
Yes,No,1914.10,55570
No,No,515.94,50670
No,No,1347.46,32720
No,No,124.30,44460
No,No,1007.22,42180
No,No,218.33,44170
No,No,1344.55,34840
No,No,1063.21,27880
No,Yes,624.54,14820
No,No,559.83,39140
No,No,341.38,29320
No,No,574.16,44070
No,Yes,734.89,11860
No,No,875.29,46040
No,No,366.09,47090
No,Yes,1009.99,19870
No,No,221.92,32980
Yes,Yes,1957.12,18800
No,Yes,1050.43,19240
No,No,612.32,55320
Yes,No,1456.96,49050
No,Yes,1821.52,15800
No,Yes,770.32,29050
No,Yes,1269.90,770
No,Yes,1923.38,12940
No,No,890.75,20250
No,No,1341.05,33770
No,No,888.26,37740
No,Yes,1189.31,19540
No,No,1820.54,46250
No,No,481.84,36370
No,No,432.09,56730
No,No,683.99,36570
No,No,354.70,44410
No,Yes,669.73,17100
No,Yes,713.92,26040
No,No,597.04,31710
No,Yes,1306.41,18990
No,No,1991.13,30800
No,Yes,717.63,19590
No,No,390.60,38080
No,Yes,1862.53,23830
Yes,No,1143.68,37750
No,No,264.37,45770
No,No,216.84,37160
No,No,686.89,51120
No,No,1642.19,24440
No,Yes,0,15580
No,Yes,1218.64,19200
No,No,1970.85,37900
No,Yes,1151.73,23140
No,No,539.07,36270
Yes,Yes,2287.17,18690
No,No,1218.24,56810
No,No,700.45,54660
No,No,1167.23,30640
No,No,1492.61,46170
No,No,666.39,34910
No,Yes,636.89,23000
No,No,420.72,37830
No,No,879.05,30630
No,No,376.24,25820
No,No,961.40,25470
No,No,500.72,33400
No,Yes,369.67,24830
No,No,719.93,31030
No,No,1168.34,39270
No,No,600.53,39260
No,No,0,18590
No,No,252.94,23440
No,No,676.43,53370
No,Yes,1066.82,26340
No,Yes,1004.65,13860
No,No,1010.42,46210
No,No,1260.93,27690
No,No,402.63,58820
No,Yes,919.47,6100
No,No,1004.65,42720
No,No,614.53,33810
No,No,1358.10,50660
No,No,160.52,29670
No,Yes,1190.18,15860
No,No,262.59,48760
No,No,647.91,35490
No,No,1574.65,30550
No,Yes,1658.60,14820
No,No,4.81,28710
No,No,1220.31,36190
No,No,802.85,45800
No,No,81.87,35810
No,Yes,70.73,17460
No,Yes,962.90,22790
No,No,926.69,44230
Yes,Yes,1233.44,12580
No,Yes,644.11,9770
No,Yes,1338.65,8070
No,No,740.38,46870
No,Yes,901.18,19200
No,No,975.38,45590
No,No,298.71,49580
No,No,591.49,29500
No,No,177.01,37550
No,No,292.27,60580
No,No,625.19,32820
No,No,546.98,37510
No,No,727.67,23510
No,Yes,531.97,21350
No,No,311.21,51250
No,Yes,703.06,17690
No,No,1239.68,52240
No,No,810.27,51280
No,No,303.48,21380
No,No,1372.03,36180
No,No,1146.37,37050
No,Yes,730.96,20090
No,No,807.21,42130
No,No,450.40,34200
No,Yes,467.91,25420
No,Yes,684.89,17580
No,No,1013.46,38280
No,No,676.65,31740
No,No,287.96,37400
No,No,816.64,52160
No,No,1118.78,39110
No,No,532.15,43780
No,Yes,1364.23,18420
No,Yes,1464.69,16540
No,Yes,997.64,27050
No,No,335.34,41940
No,No,1149.01,35310
No,Yes,905.56,24030
No,No,649.67,32270
No,No,380.18,40680
No,No,0,48300
No,Yes,485.43,21270
No,No,649.84,54690
No,No,698.57,44940
No,Yes,1328.95,20660
No,No,609.47,41790
Yes,No,1723.18,43140
No,No,0,36580
No,No,594.60,36190
No,Yes,875.71,18690
No,No,949.31,50400
No,No,252.37,39720
No,No,1162.56,21750
No,Yes,1244.35,19230
No,No,578.49,46030
No,No,443.90,50760
No,No,1316.08,41310
No,No,904.42,56060
No,Yes,1037.97,15580
No,No,842.98,42680
No,Yes,1258.52,10920
No,Yes,297.39,19380
Yes,Yes,1553.34,18090
No,Yes,684.93,21900
No,No,1265.50,32910
No,No,362.61,39290
No,No,1532.91,22080
No,Yes,1341.61,26310
No,Yes,1086.16,23570
No,No,496.00,32810
No,No,1597.05,50820
No,Yes,2092.45,14510
No,Yes,1019.98,23790
No,No,765.23,29090
No,No,928.96,46700
No,Yes,1787.20,17550
No,No,628.13,38430
No,No,351.82,30510
No,Yes,265.50,23770
No,Yes,1886.55,6460
No,No,57.64,38210
No,No,933.82,57370
No,Yes,996.23,10700
No,Yes,1033.05,15450
No,Yes,824.51,20680
No,No,358.64,56330
No,No,1393.36,43430
No,No,332.41,37120
No,No,1215.08,39000
No,Yes,1793.78,22740
No,No,874.17,33820
Yes,Yes,1893.94,12390
No,No,1119.61,32210
No,No,234.69,28090
No,Yes,874.01,24630
No,No,1283.22,47510
No,Yes,1326.55,25850
No,No,1263.79,47200
No,Yes,1145.27,12900
No,No,1118.85,30550
No,No,753.83,46950
No,No,1039.23,50650
No,Yes,1947.07,13150
No,No,864.77,32120
No,No,1165.85,48850
No,No,1101.43,39040
No,No,438.51,36830
No,No,750.72,47870
No,Yes,743.41,19610
No,No,1371.35,34950
No,No,673.38,34890
No,No,1208.22,36400
No,Yes,483.42,12590
No,No,1394.07,27170
No,Yes,1405.31,17930
No,No,736.39,32020
No,Yes,1167.34,16350
No,No,1031.86,46720
No,Yes,0,17180
No,No,0,51220
No,No,1334.95,51080
No,Yes,997.93,25780
No,No,419.44,47150
Yes,Yes,1806.92,11500
No,No,474.49,43520
No,Yes,531.35,11420
No,No,880.58,49540
No,Yes,1491.16,18170
No,No,976.90,32830
No,Yes,642.38,13560
No,Yes,1670.82,11380
No,No,1285.37,39920
No,No,199.59,27570
No,No,66.51,29670
No,No,577.53,22110
No,No,1142.61,42050
No,No,767.13,49170
No,Yes,851.33,22820
No,No,683.94,35230
No,No,485.44,38650
No,No,0,49770
No,Yes,915.14,21540
No,No,1143.52,38660
No,No,365.24,27020
No,No,661.10,42940
No,No,964.76,49640
No,No,1044.78,41140
No,No,201.80,71870
No,No,655.66,54840
No,No,10.90,48180
No,No,528.40,41060
No,No,728.35,32380
No,No,938.38,18590
No,Yes,359.93,26500
No,No,1185.14,32460
No,Yes,811.04,21260
No,Yes,1089.83,15050
No,Yes,288.31,18350
No,No,351.95,29280
No,No,977.19,58650
No,No,919.67,40570
No,No,800.24,19050
No,No,771.82,40520
No,No,585.86,67100
No,No,1077.81,26510
No,No,907.30,28460
No,No,838.01,42230
No,No,1006.93,25730
No,No,712.41,42350
No,No,508.45,31960
Yes,No,1476.50,42980
No,No,1224.47,37080
No,No,636.30,50040
No,No,1609.69,60120
No,Yes,885.21,11770
No,Yes,137.03,10990
No,Yes,988.89,19440
No,Yes,563.29,22320
No,No,309.78,33670
No,Yes,821.25,17340
No,No,434.18,42200
Yes,Yes,1321.53,23730
No,No,549.85,50080
No,No,1170.01,48440
No,No,1238.37,42320
No,Yes,0,15690
No,No,803.94,42280
No,Yes,1456.00,15060
No,No,954.33,27180
No,No,1224.93,44000
No,No,796.39,47600
No,No,461.02,15750
No,No,468.28,23330
No,No,321.01,30270
No,No,1653.43,44960
No,No,1190.53,41630
No,No,178.04,35400
No,Yes,1447.85,24660
No,No,0,56040
No,No,282.30,38090
No,No,28.73,41800
No,Yes,1279.31,17830
No,No,0,36060
No,No,1470.34,49010
No,Yes,405.56,20520
No,Yes,509.17,19960
No,No,1207.15,29870
No,No,546.37,37520
No,No,86.91,34630
No,No,418.82,56320
No,No,0,56410
No,No,41.65,47520
No,No,906.74,38880
No,Yes,1499.85,25150
No,No,1561.63,32950
No,Yes,1615.50,19560
No,No,766.09,41430
Yes,Yes,1807.70,21840
No,No,594.91,43150
No,No,1458.67,57780
No,No,901.28,44590
No,No,32.99,31640
No,No,1050.26,59400
No,No,1329.09,60320
No,No,410.93,39070
No,No,1591.82,27660
No,No,561.98,40440
No,Yes,592.17,18680
No,No,624.69,30760
No,No,1433.74,39440
No,Yes,635.36,13910
No,No,982.96,50700
No,No,877.41,22990
No,No,433.42,49200
No,No,951.31,25540
No,No,205.00,36550
No,Yes,1214.78,11780
No,No,974.89,26920
No,Yes,470.10,16010
No,No,0,30680
No,No,1666.22,34910
No,No,798.65,17460
No,No,286.26,47960
No,No,908.57,48420
No,No,78.74,41330
No,Yes,1051.42,6580
No,No,1301.15,28670
No,Yes,1506.69,20680
No,No,0,29900
No,Yes,0,15750
No,No,182.89,21280
No,Yes,1468.96,15970
No,No,1291.24,42090
No,No,608.95,24970
No,No,713.72,17750
No,No,1446.64,28950
No,Yes,889.29,14270
No,No,1219.63,47930
No,Yes,533.00,20550
No,No,1024.14,45580
No,Yes,510.29,19680
No,No,797.34,35170
No,Yes,1686.60,22170
No,No,530.54,44620
No,No,1332.53,36970
No,No,1401.34,31400
No,No,586.81,40350
No,No,628.41,34750
No,Yes,1193.30,16430
No,Yes,666.42,19170
No,Yes,1017.66,13550
No,No,648.34,18840
No,No,952.13,28640
No,Yes,1492.06,11610
No,Yes,171.59,24800
No,Yes,1231.28,15710
Yes,No,1833.64,43530
No,Yes,633.17,23690
No,No,655.20,30590
No,No,331.40,20580
No,No,1213.36,33520
No,No,881.64,50110
No,Yes,1799.36,14250
No,No,1165.93,42250
No,Yes,758.67,24160
No,No,269.29,43770
No,Yes,1043.88,27380
No,No,893.11,43510
No,Yes,728.46,15950
No,No,413.75,44800
No,No,97.26,37460
No,No,765.04,44870
No,Yes,1054.48,10990
No,Yes,649.53,13400
No,No,742.38,34260
No,No,1016.46,49630
No,No,636.30,52010
No,No,976.42,31890
No,No,1197.81,37480
No,No,483.45,44280
No,No,1239.49,40310
No,No,942.38,34680
No,No,712.13,48830
No,No,214.98,46690
No,No,558.33,38280
No,Yes,1134.55,20960
No,No,523.64,37590
No,No,593.16,46470
No,Yes,868.71,13020
No,No,607.72,41790
No,No,1059.80,64310
No,Yes,0,29100
No,No,1141.74,45450
No,No,1127.25,47540
No,No,456.91,42500
No,Yes,385.39,13730
No,No,705.99,53420
No,No,742.56,48200
No,Yes,1310.39,24260
No,No,670.98,55000
No,No,441.72,39300
No,No,1075.71,38020
No,Yes,675.24,18820
Yes,No,1377.68,41430
No,No,302.39,32040
No,No,910.23,46270
No,No,812.52,58330
No,Yes,1298.51,18750
No,No,679.82,43690
No,No,1187.28,56500
No,Yes,813.18,24820
No,Yes,893.70,16390
No,Yes,894.65,23650
No,Yes,0,18490
No,Yes,1179.16,16920
No,No,1067.37,56290
No,Yes,1291.60,16110
No,No,119.47,47760
No,No,343.72,53700
No,No,1699.30,29190
No,No,1558.59,38880
No,Yes,1455.50,13550
No,No,1079.37,66130
No,No,508.15,52770
No,No,965.01,32540
No,No,553.64,47020
No,Yes,920.77,14190
No,No,637.33,49650
No,No,744.44,40280
No,No,1529.15,43820
No,No,755.35,53090
No,No,69.56,49070
No,Yes,1567.21,15870
No,No,429.35,17200
No,No,1348.30,39160
No,No,1068.10,37860
No,No,1074.79,25710
No,No,395.88,34550
No,No,1047.13,46560
No,Yes,1518.62,18920
No,No,964.04,46500
No,Yes,1099.54,25310
No,No,737.17,54160
No,No,587.75,38880
No,No,1177.08,29940
No,Yes,1182.00,18100
No,No,351.28,30340
No,No,658.02,30390
No,Yes,9.51,24580
No,No,515.58,43500
No,No,312.12,37740
No,No,820.69,28060
No,No,1498.56,39940
No,No,1090.54,20020
No,Yes,717.33,18380
No,No,631.59,30510
No,No,1118.92,49980
No,Yes,496.51,12860
No,Yes,524.17,8270
No,No,1021.22,47650
No,No,749.88,28580
No,No,181.72,36850
No,No,1555.83,30110
No,No,895.74,35530
No,Yes,400.90,20910
No,No,540.23,32930
No,No,403.81,40530
No,Yes,1218.54,14060
No,Yes,1252.34,17620
No,Yes,384.59,21360
No,No,319.03,27400
No,Yes,850.83,19410
No,No,1072.82,54520
No,No,1637.31,43360
No,Yes,600.95,21610
No,No,1014.72,40220
No,No,1311.45,47800
No,Yes,1084.54,17410
No,Yes,1302.08,21940
No,Yes,329.78,16470
No,No,625.84,34240
No,Yes,777.64,18190
No,Yes,1161.88,13490
No,No,138.58,38430
No,Yes,740.05,24710
No,No,824.98,42400
No,No,1292.16,39380
No,No,528.06,34010
No,No,708.85,36320
No,Yes,1066.19,16730
No,No,1072.57,38480
No,Yes,1315.47,27950
Yes,Yes,1988.86,17760
No,No,416.22,35580
Yes,No,1721.43,41990
No,Yes,1706.76,21120
No,No,707.44,42650
No,No,249.11,46330
No,No,446.86,49640
No,No,764.80,33120
No,Yes,824.12,25100
No,Yes,786.91,12880
No,No,308.00,37360
No,No,1733.89,47870
No,No,996.85,49950
No,No,0,52630
No,Yes,1070.33,20050
No,No,0,39320
No,No,1250.67,37010
No,No,1753.91,43850
No,Yes,425.41,18100
No,No,1056.82,37990
No,Yes,1546.58,14980
No,No,330.32,55730
No,No,1080.15,35470
No,No,691.16,42340
No,No,584.22,38680
No,Yes,681.97,19920
No,No,999.48,37910
Yes,No,1757.73,51990
No,No,1185.73,24260
No,Yes,1770.52,17440
No,No,149.82,33940
No,No,0,36700
No,No,771.01,47610
No,No,0,56980
No,No,607.09,27140
No,No,306.65,30130
No,Yes,364.82,22120
No,No,814.69,39020
No,No,1656.03,29810
No,No,125.93,44260
No,Yes,1766.64,15420
No,No,1593.83,30570
No,No,0,30130
No,Yes,210.89,19070
No,No,449.14,40990
No,No,1125.30,33400
No,No,1529.14,43120
No,No,483.63,47510
No,No,570.98,40580
No,Yes,989.05,17270
No,No,896.73,21620
No,Yes,1533.89,10480
No,No,1357.69,25380
No,No,40.30,33650
No,Yes,1014.89,15250
No,Yes,594.31,14150
No,No,1038.32,45050
No,No,1423.38,48310
No,No,601.77,15290
No,No,947.59,34860
No,No,296.35,24620
No,No,633.85,29210
No,Yes,1154.44,14300
No,No,504.61,56620
No,Yes,1176.93,19820
